id,level,floor,cells1,cells2,cells3,cells4,cells5,
497,48,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1013,-1,1030,-1,1019,-1,-1,-1,-1]","[-1,-1,-1,1027,1059,1008,1006,1019,-1,-1,-1,-1]","[-1,-1,-1,1059,-1,1011,-1,1011,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
498,48,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,1027,1018,1009,-1,-1,-1,-1]","[-1,-1,-1,-1,1059,-1,-1,1017,-1,-1,-1,-1]","[-1,-1,-1,-1,1030,1029,1017,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
499,48,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1032,1006,1027,1010,1011,-1,-1,-1,-1]","[-1,-1,-1,-1,1010,-1,1012,-1,-1,-1,-1,-1]","[-1,-1,-1,1027,1011,-1,1042,1019,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
500,48,7,"[-1,-1,-1,-1,1032,1027,1018,1029,-1,-1,-1,-1]","[-1,-1,1011,1006,1036,1018,1012,1001,1030,1027,-1,-1]","[-1,-1,1012,1018,1006,1001,1001,1009,1020,1027,-1,-1]","[-1,-1,-1,-1,1019,1019,1008,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
501,48,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,1030,1015,-1,1032,1011,1013,-1,-1,-1]","[-1,-1,1036,-1,1032,-1,1036,-1,1015,-1,-1,-1]","[-1,-1,1012,1011,1009,-1,1012,1036,1019,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
502,48,9,"[-1,-1,1017,-1,1042,1027,1059,1027,-1,1020,-1,-1]","[-1,-1,1059,1027,-1,1006,1012,-1,1019,1008,-1,-1]","[-1,-1,1017,1032,-1,1006,1030,-1,1029,1020,-1,-1]","[-1,-1,1036,-1,1006,1009,1059,1012,-1,1013,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
503,48,10,"[-1,1036,1020,1017,-1,-1,-1,1012,1013,1020,-1,-1]","[-1,1019,-1,1007,1019,1012,1059,1027,-1,1042,-1,-1]","[-1,1059,-1,1027,-1,-1,-1,1029,-1,1020,-1,-1]","[-1,1032,-1,1007,1020,1017,1019,1059,-1,1017,-1,-1]","[-1,1020,1020,1030,-1,-1,-1,1036,1015,1017,-1,-1]",
504,48,11,"[-1,1027,1032,1032,1011,1027,1009,1030,1017,1019,1036,-1]","[-1,1036,-1,1027,-1,1018,1027,-1,1006,-1,1019,-1]","[-1,1015,-1,1008,-1,1010,1036,-1,1027,-1,1036,-1]","[-1,1036,1032,1020,1030,1006,1007,1007,1030,1017,1020,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
505,48,12,"[-1,-1,1030,1027,1036,1029,1027,1027,1030,-1,-1,-1]","[-1,1010,-1,1017,1059,1012,1059,1020,-1,1011,-1,-1]","[-1,1007,-1,1042,-1,-1,-1,1007,-1,1027,-1,-1]","[-1,1059,-1,1006,1009,1032,1011,1013,-1,1011,-1,-1]","[-1,-1,1015,1027,-1,-1,-1,1019,1018,-1,-1,-1]",
506,48,13,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1001,1002,1017,1011,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
507,48,14,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1004,1008,1007,1008,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
508,48,15,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1025,1013,1018,1007,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,-1,1007,-1,-1,-1,-1]","[-1,-1,-1,-1,1001,-1,-1,1011,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
509,48,16,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1020,1013,1007,-1,-1,1001,1020,1007,-1,-1]","[-1,-1,1017,-1,1004,1004,1003,1008,-1,1008,-1,-1]","[-1,-1,1010,-1,1013,-1,-1,1019,-1,1008,-1,-1]","[-1,-1,1007,1007,1011,-1,-1,1011,1008,1002,-1,-1]",
510,48,17,"[-1,-1,1012,1025,1020,1009,1004,1025,1010,1017,-1,-1]","[-1,-1,1003,-1,1008,-1,-1,1013,-1,1007,-1,-1]","[-1,-1,1025,-1,1018,-1,-1,1008,-1,1004,-1,-1]","[-1,-1,1007,1004,1004,-1,-1,1010,1009,1020,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
511,48,18,"[-1,-1,-1,1013,1008,1010,1003,1011,1007,-1,-1,-1]","[-1,-1,1018,1010,1009,1003,1004,1003,1007,1020,-1,-1]","[-1,1020,1012,1025,1010,1013,1013,1007,1003,1019,1020,-1]","[-1,1012,1011,1013,1009,-1,-1,1009,1020,1020,1019,-1]","[-1,1025,1009,-1,-1,-1,-1,-1,-1,1013,1004,-1]",
512,48,19,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,1018,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1018,1019,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1017,1003,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
513,48,20,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1003,1007,1017,-1,1018,1004,1002,-1,-1,-1]","[-1,-1,1019,1019,1025,-1,1017,1007,1007,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
514,48,21,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1008,1008,1025,-1,1019,1017,1011,-1,-1,-1]","[-1,-1,1009,1012,1018,1018,1003,1003,1001,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
515,48,22,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1001,1003,1001,-1,-1,1019,1011,1004,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1008,1002,1020,1004,1020,1025,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
516,48,23,"[-1,-1,1003,1025,1002,-1,-1,1010,1020,1002,-1,-1]","[-1,-1,-1,-1,1013,1013,1020,1017,-1,-1,-1,-1]","[-1,-1,-1,1002,1025,1025,1008,1012,1010,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
517,48,24,"[-1,-1,1003,1003,1009,-1,-1,1008,1017,1001,-1,-1]","[-1,-1,-1,-1,1007,1001,1011,1007,-1,-1,-1,-1]","[-1,-1,-1,1008,1012,1007,1001,1010,1020,-1,-1,-1]","[-1,-1,-1,-1,-1,1009,1003,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,1019,1018,1020,-1,-1,-1,-1]",
518,48,25,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1010,1008,1010,1025,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
519,48,26,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1012,1004,1008,1002,1011,1002,1013,1008,1001,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
520,48,27,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1008,1013,1009,1010,1020,1009,1010,1004,1008,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1018,1019,1012,1018,1018,1008,1008,1009,1011,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
521,48,28,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1020,1013,1003,1017,1001,1002,1009,1003,1010,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1017,1019,1010,1009,1004,1020,1010,1008,1017,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
522,48,29,"[-1,-1,1011,1003,1011,1013,1011,1018,1025,1018,1003,-1]","[-1,-1,1008,-1,-1,-1,-1,-1,-1,-1,1010,-1]","[-1,-1,1013,-1,-1,-1,-1,-1,-1,-1,1025,-1]","[-1,-1,1012,1002,1019,1001,1002,1011,1020,1008,1003,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
523,48,30,"[-1,-1,1010,1002,1018,1002,1010,1009,1002,1020,1002,-1]","[-1,-1,1013,-1,-1,-1,-1,-1,-1,-1,1004,-1]","[-1,-1,1020,-1,-1,-1,-1,-1,-1,-1,1003,-1]","[-1,-1,1010,1008,1004,1008,1008,1008,1004,1010,1008,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
524,48,31,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1018,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
525,48,32,"[-1,-1,-1,-1,1020,1018,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1014,1004,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1001,1026,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1014,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
526,48,33,"[-1,-1,-1,-1,1020,-1,1002,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1026,-1,1013,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1002,-1,1019,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1004,-1,1011,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
527,48,34,"[-1,-1,-1,1002,-1,-1,1020,-1,-1,-1,-1,-1]","[-1,-1,-1,1010,-1,-1,1026,-1,-1,-1,-1,-1]","[-1,-1,-1,1011,-1,-1,1017,-1,-1,-1,-1,-1]","[-1,-1,-1,1013,-1,-1,1019,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
528,48,35,"[-1,-1,-1,1019,-1,-1,-1,1026,-1,-1,-1,-1]","[-1,-1,-1,1018,-1,-1,-1,1002,-1,-1,-1,-1]","[-1,-1,-1,1025,-1,-1,-1,1004,-1,-1,-1,-1]","[-1,-1,-1,1002,-1,-1,-1,1017,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
529,48,36,"[-1,-1,-1,1008,1009,1002,1025,1013,1008,-1,-1,-1]","[-1,-1,-1,1008,1013,-1,-1,1001,1019,-1,-1,-1]","[-1,-1,-1,1009,1008,-1,-1,1025,1013,-1,-1,-1]","[-1,-1,-1,1004,1012,-1,-1,1003,1002,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
530,48,37,"[1011,1001,1015,1020,1008,1011,1011,1002,1015,1025,1012,1011]","[-1,1003,1020,1008,1020,-1,-1,1001,1004,1025,1015,-1]","[-1,1026,1014,1012,1019,-1,-1,1013,1017,1001,1001,-1]","[-1,1010,1010,1002,1019,-1,-1,1004,1025,1003,1026,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
531,49,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1013,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1017,1020,1007,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
532,49,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1015,1036,1017,1009,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1007,1020,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1059,1029,1013,1032,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
533,49,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1006,-1,1032,-1,1008,-1,-1,-1,-1]","[-1,-1,-1,1009,1017,1032,1011,1006,-1,-1,-1,-1]","[-1,-1,-1,1032,-1,1012,-1,1002,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
534,49,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1006,-1,1017,1030,-1,1017,-1,-1,-1,-1]","[-1,-1,1019,1009,1006,1007,1006,1032,-1,-1,-1,-1]","[-1,-1,1027,-1,1007,1002,-1,1008,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
535,49,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1012,1007,1029,1032,1017,-1,-1,-1,-1]","[-1,-1,-1,1013,1009,-1,1036,1011,-1,-1,-1,-1]","[-1,-1,-1,1007,1015,1013,1020,1007,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
536,49,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1001,1017,1017,1013,1012,1008,-1,-1,-1,-1]","[-1,-1,-1,1008,-1,-1,1012,-1,-1,-1,-1,-1]","[-1,-1,1059,1020,-1,-1,1009,1013,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
537,49,7,"[-1,-1,-1,1002,1007,1036,1042,1019,-1,-1,-1,-1]","[-1,-1,1019,1020,1020,1036,1006,1007,1036,-1,-1,-1]","[-1,-1,1027,1011,1020,1018,1011,1007,1017,-1,-1,-1]","[-1,-1,-1,1020,1013,1032,1015,1030,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
538,49,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,1020,1015,1017,1015,1008,-1,-1,-1,-1]","[-1,-1,1032,-1,1011,1007,-1,1010,-1,-1,-1,-1]","[-1,-1,1010,1010,1042,1019,1027,1019,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
539,49,9,"[-1,-1,1015,-1,1017,1018,1032,-1,1059,-1,-1,-1]","[-1,-1,1020,1029,-1,1020,-1,1017,1019,-1,-1,-1]","[-1,-1,1015,1017,-1,1018,-1,1015,1020,-1,-1,-1]","[-1,-1,1013,-1,1020,1015,1015,-1,1012,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
540,49,10,"[-1,1027,1017,1007,-1,-1,1029,1012,1002,-1,-1,-1]","[-1,1017,-1,1027,1042,1001,1013,-1,1001,-1,-1,-1]","[-1,1032,-1,1042,-1,-1,1007,-1,1006,-1,-1,-1]","[-1,1042,-1,1032,1029,1019,1007,-1,1008,-1,-1,-1]","[-1,1029,1001,1029,-1,-1,1001,1017,1032,-1,-1,-1]",
541,49,11,"[-1,-1,1030,1009,1020,1015,1009,1017,1017,-1,-1,-1]","[-1,-1,-1,1036,-1,1036,-1,1018,-1,-1,-1,-1]","[-1,-1,-1,1011,-1,1019,-1,1009,-1,-1,-1,-1]","[-1,-1,1042,1007,1006,1029,1009,1029,1013,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
542,49,12,"[-1,-1,1009,1020,-1,-1,1042,1015,-1,-1,-1,-1]","[-1,1042,1029,1027,1015,1036,1029,1018,1015,-1,-1,-1]","[-1,1009,1029,1002,1013,1006,1042,1002,1013,-1,-1,-1]","[-1,-1,1018,1017,1017,1001,1017,1036,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,1019,-1,-1,-1,-1,-1,-1]",
543,50,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1007,1012,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1019,1020,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
544,50,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1018,1018,-1,1027,1032,-1,-1,-1,-1]","[-1,-1,-1,1011,1032,-1,1010,1010,-1,-1,-1,-1]","[-1,-1,-1,1059,1029,-1,1009,1012,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
545,50,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1029,1001,1002,1036,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,-1,-1,1059,-1,-1,-1,-1]","[-1,-1,-1,-1,1029,1036,1020,1042,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
546,50,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1018,1012,1010,1017,1008,-1,-1,-1,-1]","[-1,-1,-1,1013,-1,-1,-1,1027,-1,-1,-1,-1]","[-1,-1,-1,1006,-1,1012,-1,1027,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
547,50,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1006,1015,1002,1032,1032,1001,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1010,1013,1013,1036,1011,1036,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
548,50,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1010,1001,1013,1015,1002,1009,1002,-1,-1,-1]","[-1,-1,-1,1059,-1,-1,-1,1010,-1,-1,-1,-1]","[-1,-1,1009,1010,1027,1012,1011,1020,1002,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
549,50,7,"[-1,-1,-1,1015,1027,1013,1029,1010,1001,-1,-1,-1]","[-1,-1,-1,1017,-1,-1,-1,-1,1008,-1,-1,-1]","[-1,-1,-1,1027,-1,-1,-1,-1,1029,-1,-1,-1]","[-1,-1,-1,1009,1013,1012,1059,1027,1018,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
550,50,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1019,1036,1009,-1,1036,1029,1010,-1,-1,-1]","[-1,-1,1008,-1,1013,-1,1012,-1,1010,-1,-1,-1]","[-1,-1,1036,1029,1032,-1,1019,1036,1009,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
551,50,9,"[-1,-1,1027,-1,1027,1018,1010,1007,-1,1012,-1,-1]","[-1,-1,1036,1059,-1,1059,1059,-1,1032,1006,-1,-1]","[-1,-1,1012,1027,-1,1027,1002,-1,1010,1008,-1,-1]","[-1,-1,1015,-1,1027,1015,1010,1029,-1,1013,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
552,50,10,"[-1,1019,1009,1018,-1,-1,-1,1020,1009,1027,-1,-1]","[-1,1008,-1,1018,1020,1017,1010,1059,-1,1019,-1,-1]","[-1,1007,-1,1010,-1,-1,-1,1013,-1,1029,-1,-1]","[-1,1032,-1,1011,1007,1027,1017,1011,-1,1010,-1,-1]","[-1,1010,1019,1027,-1,-1,-1,1009,1018,1027,-1,-1]",
553,50,11,"[-1,-1,1018,1015,1013,1019,1030,1030,1012,1029,-1,-1]","[-1,-1,-1,1017,-1,1029,1020,-1,1009,-1,-1,-1]","[-1,-1,-1,1013,-1,1019,1010,-1,1032,-1,-1,-1]","[-1,-1,1018,1020,1011,1029,1012,1007,1013,1027,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
554,50,12,"[-1,1001,-1,1018,-1,-1,-1,1020,-1,1013,-1,-1]","[-1,1001,-1,1036,1015,1032,1009,1012,-1,1020,-1,-1]","[-1,1036,1001,1015,-1,-1,-1,1015,1018,1036,-1,-1]","[-1,1030,1001,1042,1042,1027,1036,1059,1019,1036,-1,-1]","[-1,1008,-1,1017,1013,1036,1001,1007,-1,1013,-1,-1]",
555,51,1,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1006,1030,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,1015,1027,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
556,51,2,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1013,1009,-1,1059,1015,-1,-1,-1,-1]","[-1,-1,-1,1002,1059,-1,1008,1032,-1,-1,-1,-1]","[-1,-1,-1,1017,1036,-1,1011,1029,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
557,51,3,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,-1,1008,1030,1029,1011,-1,-1,-1,-1]","[-1,-1,-1,-1,1009,-1,-1,1001,-1,-1,-1,-1]","[-1,-1,-1,-1,1029,1009,1012,1006,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
558,51,4,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1013,1002,1001,1013,1002,-1,-1,-1,-1]","[-1,-1,-1,1008,-1,-1,-1,1030,-1,-1,-1,-1]","[-1,-1,-1,1008,-1,1006,-1,1012,-1,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
559,51,5,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1006,1002,1011,1059,1019,1032,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,-1,1020,1011,1002,1029,1008,1011,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
560,51,6,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1002,1002,1030,1006,1018,1027,1027,-1,-1,-1]","[-1,-1,-1,1009,-1,-1,-1,1027,-1,-1,-1,-1]","[-1,-1,1008,1009,1001,1013,1019,1059,1015,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
561,51,7,"[-1,-1,-1,1002,1030,1009,1011,1006,1011,-1,-1,-1]","[-1,-1,-1,1002,-1,-1,-1,-1,1036,-1,-1,-1]","[-1,-1,-1,1029,-1,-1,-1,-1,1012,-1,-1,-1]","[-1,-1,-1,1009,1027,1002,1013,1015,1012,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
562,51,8,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-1,-1,1015,1019,1012,-1,1042,1009,1006,-1,-1,-1]","[-1,-1,1008,-1,1019,-1,1027,-1,1042,-1,-1,-1]","[-1,-1,1032,1030,1002,-1,1042,1029,1027,-1,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
563,51,9,"[-1,-1,1042,-1,1059,1059,1019,1008,-1,1009,-1,-1]","[-1,-1,1020,1036,-1,1020,1020,-1,1008,1011,-1,-1]","[-1,-1,1002,1029,-1,1012,1001,-1,1029,1029,-1,-1]","[-1,-1,1012,-1,1018,1012,1018,1019,-1,1001,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
564,51,10,"[-1,1018,1029,1013,-1,-1,-1,1059,1008,1059,-1,-1]","[-1,1011,-1,1018,1059,1032,1017,1001,-1,1020,-1,-1]","[-1,1020,-1,1027,-1,-1,-1,1036,-1,1006,-1,-1]","[-1,1018,-1,1059,1059,1002,1029,1059,-1,1009,-1,-1]","[-1,1015,1027,1019,-1,-1,-1,1009,1001,1032,-1,-1]",
565,51,11,"[-1,-1,1036,1042,1019,1011,1030,1020,1001,1002,-1,-1]","[-1,-1,-1,1027,-1,1013,1006,-1,1017,-1,-1,-1]","[-1,-1,-1,1059,-1,1018,1029,-1,1013,-1,-1,-1]","[-1,-1,1006,1029,1015,1015,1018,1032,1018,1029,-1,-1]","[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]",
566,51,12,"[-1,1029,-1,1001,-1,-1,-1,1001,-1,1042,-1,-1]","[-1,1020,-1,1027,1001,1012,1008,1020,-1,1006,-1,-1]","[-1,1011,1030,1013,-1,-1,-1,1059,1027,1002,-1,-1]","[-1,1029,1059,1030,1008,1019,1029,1001,1011,1015,-1,-1]","[-1,1009,-1,1009,1029,1036,1006,1009,-1,1009,-1,-1]",
